id,collection,type,city,street,severity,reportBy,confidence,eventId
2588,atascos,NONE,"","San Diego",0,"",0,jam_1090821644
2589,atascos,NONE,"",Grajales,0,"",0,jam_1090880018
2590,atascos,NONE,"","Salida 15 > Purísima",0,"",0,jam_1090872150
2591,atascos,NONE,"","Salida 2a-N > Al Oriente / Costanera",0,"",0,jam_1090930338
2592,atascos,NONE,"","Av. Matucana",0,"",0,jam_1090852544
2593,atascos,NONE,"","Morandé",0,"",0,jam_1090840526
2594,atascos,NONE,"",Aeropuerto,0,"",0,jam_1090840782
2595,atascos,NONE,"","Av. Manuel Antonio Matta",0,"",0,jam_1090926538
2596,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1090805744
2597,alertas,POLICE,Independencia,"Av. Independencia",0,"",0,alert_alert-222471860/d365a4da-7649-4631-baac-c7c38ca7999a
2598,alertas,JAM,Santiago,"Av. Manuel Antonio Matta",0,"",0,alert_alert-222546381/bfeaa585-90ed-4af3-bb9e-6dcb12da45cc
2599,alertas,JAM,"Estación Central","Concón",0,"",0,alert_alert-222526641/eb8bba9f-061e-49e3-8002-c92c278148da
2600,alertas,JAM,"","Autopista Central",0,"",0,alert_alert-222472027/e2225bc0-b145-44e2-b8f8-36a774bc4bb7
2601,alertas,CHIT_CHAT,Santiago,"Almirante Latorre",0,"",0,alert_alert-222764737/d8175659-a47d-4a1e-936d-a14533e84470
2602,alertas,JAM,"","Salida 18A",0,"",0,alert_alert-222459429/c7761690-6088-49ee-96de-7124879d10b9
2603,alertas,CHIT_CHAT,Santiago,"Almirante Latorre",0,"",0,alert_alert-222681492/39bdffab-f4dc-477c-8cf2-41ad3de45ee2
2604,alertas,JAM,Santiago,"Tarapacá",0,"",0,alert_alert-221869985/bfc62eae-b6d1-42ee-b2da-304ba626cbd8
2605,alertas,JAM,Santiago,"Av. Santa María",0,"",0,alert_alert-222673212/b4233415-5510-42f3-b1d2-44695d5b0321
2606,alertas,JAM,Santiago,"Tarapacá",0,"",0,alert_alert-221817234/8e774920-8d1d-4707-ab38-8340a946d6fb
2607,alertas,JAM,Santiago,"Av. Santa María",0,"",0,alert_alert-222480287/19c09ec9-89da-4818-b8a9-c49648c0097e
2608,alertas,POLICE,Santiago,Teatinos,0,"",0,alert_alert-222476020/b3f07e1f-7868-4077-8966-b730343d87e8
2609,alertas,POLICE,Santiago,"Av. Ricardo Cumming",0,"",0,alert_alert-222244721/941f499e-aae5-4220-90a8-d41d318de3df
2610,alertas,JAM,Providencia,Seminario,0,"",0,alert_alert-222282663/52a88df5-a263-4113-bab2-07274fecfc52
2611,alertas,JAM,Santiago,"Av. Manuel Antonio Matta",0,"",0,alert_alert-222245011/5eab46f4-44f9-454b-91ba-998db04c65b9
2612,alertas,JAM,Independencia,"Av. Santa María",0,"",0,alert_alert-222441463/a4fd693b-9bd3-4fd3-90e4-ceb1f86dfb03
2613,alertas,POLICE,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222760098/ba05c089-0564-46a1-9944-3a9a6492fcc0
2614,alertas,CHIT_CHAT,Santiago,"Av. San Pablo",0,"",0,alert_alert-222176217/205c95dc-7ebd-4e8f-8b4c-ef2b2b54c4d7
2615,atascos,NONE,"","Eloy Rosales",0,"",0,jam_1091106110
2616,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1091101764
2617,atascos,NONE,"",Carmen,0,"",0,jam_1091109980
2618,atascos,NONE,"","Av. 5 de Abril",0,"",0,jam_1091125076
2619,atascos,NONE,"","Av. Recoleta",0,"",0,jam_1091218528
2620,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1091140730
2621,atascos,NONE,"",Amazonas,0,"",0,jam_1091152792
2622,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1091132820
2623,atascos,NONE,"","Av. Portales",0,"",0,jam_1091098026
2624,atascos,NONE,"","Hogar de Cristo",0,"",0,jam_1091206832
2625,atascos,NONE,"",Olivos,0,"",0,jam_1091078098
2626,atascos,NONE,"",Matucana,0,"",0,jam_1091222266
2627,atascos,NONE,"","Federico Reich",0,"",0,jam_1091168248
2628,atascos,NONE,"",Carmen,0,"",0,jam_1090922922
2629,alertas,JAM,Santiago,"General Bulnes",0,"",0,alert_alert-222732705/22a068e9-bf41-4de2-97fb-92c57920cab2
2630,alertas,ACCIDENT,Recoleta,"Av. Recoleta",0,"",0,alert_alert-222472143/e6d6d60b-1b48-4846-9ebc-5fc5dd04e5ee
2631,alertas,JAM,Santiago,"Av. San Pablo",0,"",0,alert_alert-222650712/0eb7e5b7-126a-4bae-b7c0-b3228c0af176
2632,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1090946288
2633,alertas,JAM,Santiago,"Compañía / M. Rodríguez",0,"",0,alert_alert-222581187/9e68d6fd-a478-4a34-8719-4910250cb7ec
2634,alertas,JAM,"Ñuñoa","General Bustamante",0,"",0,alert_alert-222645886/8fa8f9cc-bed3-4c9f-9071-9849af559afb
2635,alertas,JAM,Santiago,"Av. 10 de Julio Huamachuco",0,"",0,alert_alert-222685616/75193a7b-c5c4-45da-b970-2582afa9a95b
2636,atascos,NONE,"","Huérfanos",0,"",0,jam_1091538438
2637,atascos,NONE,"","Ricardo Matte Pérez",0,"",0,jam_1091401748
2638,atascos,NONE,"",Portugal,0,"",0,jam_1091445054
2639,atascos,NONE,"",Bellavista,0,"",0,jam_1091495500
2640,atascos,NONE,"",Catamarca,0,"",0,jam_1091522376
2641,atascos,NONE,"","Santiago Concha",0,"",0,jam_1091405926
2642,atascos,NONE,"",Esperanza,0,"",0,jam_1091433442
2643,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1091503090
2644,alertas,CHIT_CHAT,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222541706/13b3de5e-6bc8-4f2b-a167-a7ff2c13cb2a
2645,alertas,JAM,Recoleta,Olivos,0,"",0,alert_alert-222526997/bfb6ae2a-973d-443e-91cb-9252c741f1c0
2646,alertas,JAM,Providencia,Seminario,0,"",0,alert_alert-222522281/263bcb08-23dc-438f-8ed3-b02f7e010cea
2647,alertas,JAM,"Quinta Normal","Santa Genoveva",0,"",0,alert_alert-222631366/59db2eb1-71bd-4fbf-b81b-02b15957642f
2648,alertas,HAZARD,Providencia,"Av. Vicuña Mackenna",0,"",0,alert_alert-222660945/ea48dd1a-0dd6-4a63-9eb5-672170e2eddf
2649,atascos,NONE,"","Santiago de Uriona",0,"",0,jam_1091702078
2650,atascos,NONE,"","Av. Cardenal José María Caro",0,"",0,jam_1091811170
2651,atascos,NONE,"","General Mackenna",0,"",0,jam_1091776394
2652,atascos,NONE,"",Cuevas,0,"",0,jam_1091718028
2653,atascos,NONE,"","Av. Manuel Antonio Matta",0,"",0,jam_1091846332
2654,atascos,NONE,"",Dardignac,0,"",0,jam_1091862632
2655,atascos,NONE,"","Compañía de Jesús",0,"",0,jam_1091811266
2656,alertas,JAM,Providencia,"Av. Rancagua",0,"",0,alert_alert-222651174/0365b3bd-c499-4f95-8e4e-a01d360ab617
2657,atascos,NONE,"",Portugal,0,"",0,jam_1091764374
2658,alertas,JAM,Santiago,"Santa Lucía",0,"",0,alert_alert-222784803/fccf13ed-6856-47e4-aeea-453a77e32f27
2659,alertas,JAM,Santiago,"Manuel Antonio Tocornal",0,"",0,alert_alert-222838440/55ddc8d2-591e-4323-8087-c9f3aff1a26b
2660,alertas,JAM,"","Salida 2e-N > Balmaceda / Compañía",0,"",0,alert_alert-222527358/7a698d42-f5b4-4d3b-9801-475ac5427a70
2661,alertas,HAZARD,"Quinta Normal","Salvador Gutiérrez",0,"",0,alert_alert-222474875/0949da80-beda-4fb2-9310-423f902566a9
2662,alertas,JAM,Recoleta,Olivos,0,"",0,alert_alert-222552083/46186633-684c-46af-adc8-275d3b30a5a0
2663,alertas,HAZARD,Santiago,Matucana,0,"",0,alert_alert-222791327/b238ba76-8fcd-47af-9ed7-3e2ee9e1d92c
2664,alertas,HAZARD,"Quinta Normal","Salvador Gutiérrez",0,"",0,alert_alert-222791317/625e9d4a-1365-4899-84db-83d8ace6cac8
2665,atascos,NONE,"","Av. 10 de Julio Huamachuco",0,"",0,jam_1092146558
2666,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1092087920
2667,atascos,NONE,"","Los Araucanos",0,"",0,jam_1092107616
2668,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1092096152
2669,atascos,NONE,"","Sazié",0,"",0,jam_1092119190
2670,atascos,NONE,"","Av. Portales",0,"",0,jam_1092018080
2671,atascos,NONE,"","Gaspar Toro",0,"",0,jam_1092018090
2672,atascos,NONE,"","Nataniel Cox",0,"",0,jam_1092088002
2673,atascos,NONE,"","Vargas Fontecilla",0,"",0,jam_1092052984
2674,atascos,NONE,"",Carmen,0,"",0,jam_1092080864
2675,atascos,NONE,"","Manuel Antonio Tocornal",0,"",0,jam_1092065000
2676,atascos,NONE,"",Radal,0,"",0,jam_1092045288
2677,alertas,JAM,Santiago,"Dr. Brunner",0,"",0,alert_alert-222706103/9aecbc52-9d4d-4ecc-8782-b46a9b1fb554
2678,alertas,HAZARD,"","Autopista Central",0,"",0,alert_alert-222785040/475afdcf-279e-44a5-8de9-949306227126
2679,atascos,NONE,"","Corredor de buses",0,"",0,jam_1092111412
2680,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1092158338
2681,alertas,HAZARD,Santiago,Victoria,0,"",0,alert_alert-222591862/bef7fc0d-48cc-4d9e-97bb-acdac4c6d8ad
2682,alertas,JAM,Santiago,"Santa Isabel",0,"",0,alert_alert-222706237/e47ffd61-b3d9-4e4c-888e-859f54ee1a40
2683,alertas,HAZARD,Santiago,"Av. San Pablo",0,"",0,alert_alert-222819373/a46d1561-a6be-44b1-838d-edd00e0e3ba8
2684,alertas,JAM,Santiago,"Ismael Valdés Vergara",0,"",0,alert_alert-222819659/3b39889b-f6fc-4067-b7a2-9de9f7f1be1b
2685,alertas,JAM,Santiago,"Av. 10 de Julio Huamachuco",0,"",0,alert_alert-222613966/ff9e1144-8ed9-43fe-9c5e-93b77391ddf2
2686,alertas,POLICE,"Estación Central","Coronel Souper",0,"",0,alert_alert-222259713/c400d3d3-45b2-4201-95f0-cb19e9316f90
2687,alertas,JAM,Providencia,"General Bustamante",0,"",0,alert_alert-222641211/2ce27d9d-8d9c-490f-8236-6c04ab5963a9
2688,alertas,ACCIDENT,"","Autopista Central",0,"",0,alert_alert-222566612/3b97e667-0367-4d44-900a-e13d656ad3ff
2689,alertas,CHIT_CHAT,"Estación Central","Retorno > Las Rejas",0,"",0,alert_alert-222307287/a75b5a80-4274-4660-9aef-99b4515e7423
2690,alertas,JAM,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-222855577/c49ff487-f0c9-4037-920c-fa7d1c976a90
2691,atascos,NONE,"","Elipse del Parque O'Higgins",0,"",0,jam_1092399902
2692,atascos,NONE,"","José Toribio Medina",0,"",0,jam_1092361488
2693,atascos,NONE,"","El Pino",0,"",0,jam_1092431360
2694,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1092407604
2695,atascos,NONE,"","Tadeo Vargas",0,"",0,jam_1092380754
2696,atascos,NONE,"",Villasana,0,"",0,jam_1092450666
2697,atascos,NONE,"",Carmen,0,"",0,jam_1092438942
2698,atascos,NONE,"","Av. Matucana",0,"",0,jam_1092396270
2699,alertas,HAZARD,"Quinta Normal","Salvador Gutiérrez",0,"",0,alert_alert-222812055/ada61c38-5554-47cf-ba04-56da45637d89
2700,alertas,POLICE,Recoleta,"Av. Recoleta",0,"",0,alert_alert-222852396/8880cb0d-7869-44e5-9d7a-976fe023d820
2701,alertas,JAM,Recoleta,"Pío Nono",0,"",0,alert_alert-222785620/cdbd8cff-3617-4365-b719-78045900fc6c
2702,atascos,NONE,"","Pedro Antonio González",0,"",0,jam_1092758844
2703,atascos,NONE,"",Yungay,0,"",0,jam_1092622108
2704,atascos,NONE,"","Ñuble",0,"",0,jam_1090884420
2705,atascos,NONE,"","San Alfonso",0,"",0,jam_1092707682
2706,atascos,NONE,"","Autopista Central - Eje Gral. Velásquez",0,"",0,jam_1092662104
2707,atascos,NONE,"",Beauchef,0,"",0,jam_1092618078
2708,atascos,NONE,"","General Jofré",0,"",0,jam_1092657314
2709,atascos,NONE,"",Franklin,0,"",0,jam_1092746668
2710,atascos,NONE,"",Conferencia,0,"",0,jam_1092727736
2711,atascos,NONE,"",Lastra,0,"",0,jam_1092684476
2712,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1092676742
2713,atascos,NONE,"","Av. Las Rejas Sur",0,"",0,jam_1092715484
2714,alertas,JAM,Santiago,Agustinas,0,"",0,alert_alert-222651956/af1e719a-d0aa-4222-bee6-dafc9a3e48e3
2715,alertas,HAZARD,"Quinta Normal","Salvador Gutiérrez",0,"",0,alert_alert-222661832/163e8766-0a94-4975-9b6e-37a55961c556
2716,alertas,POLICE,Santiago,"Maipú",0,"",0,alert_alert-222878561/ff96e4ef-c32d-4cd2-a995-9f7eac93378d
2717,alertas,HAZARD,"","Autopista Costanera Norte",0,"",0,alert_alert-222612522/e7f6aae3-2099-46cb-bdbb-053bdfdef377
2718,alertas,HAZARD,Recoleta,Olivos,0,"",0,alert_alert-222647209/b0f7ef92-ce85-4221-ba4c-3e385056d128
2719,atascos,NONE,"","Arzobispo Larraín Gandarillas",0,"",0,jam_1093043292
2720,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1093035452
2721,atascos,NONE,"","Av. 10 de Julio Huamachuco",0,"",0,jam_1092969872
2722,atascos,NONE,"","Santo Domingo",0,"",0,jam_1093011942
2723,atascos,NONE,"","José Toribio Medina",0,"",0,jam_1092942074
2724,atascos,NONE,"","Sazié",0,"",0,jam_1092989382
2725,alertas,HAZARD,Santiago,"Tarapacá",0,"",0,alert_alert-222943095/6f966412-0264-448b-a10b-9a098b80e644
2726,alertas,HAZARD,Santiago,Carmen,0,"",0,alert_alert-222900325/ce66e36c-08e4-4d66-aa21-d585c5b9f280
2727,alertas,POLICE,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222677118/65fa8e7a-7cf6-481e-aecc-f59c998db7f8
2728,alertas,JAM,"Ñuñoa","Av. Irarrázaval",0,"",0,alert_alert-222919355/60d9c4b8-ac34-4fef-b49d-20b6b9778eeb
2729,alertas,POLICE,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222786115/c3f6ad5c-7b80-41f7-bcca-440f1648bcf7
2730,alertas,JAM,Santiago,"Av. Santa María",0,"",0,alert_alert-222652423/0623b3de-4ae3-4365-8d05-cf4daf67edf5
2731,alertas,CHIT_CHAT,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222677204/dc47e0c9-f869-486e-ae38-c09b5de44299
2732,alertas,CHIT_CHAT,"Estación Central","Coronel Souper",0,"",0,alert_alert-222617750/e3fc7af9-c53e-4eef-8ae9-32cf76d14e35
2733,atascos,NONE,"","General Amengual",0,"",0,jam_1093358648
2734,atascos,NONE,"","Antonia López de Bello",0,"",0,jam_1093331558
2735,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1093351260
2736,atascos,NONE,"",Lastra,0,"",0,jam_1093351250
2737,atascos,NONE,"","Bascuñán Guerrero",0,"",0,jam_1093273278
2738,atascos,NONE,"","República",0,"",0,jam_1093374390
2739,atascos,NONE,"","Guardiamarina Ernesto Riquelme",0,"",0,jam_1093230032
2740,atascos,NONE,"",Teatinos,0,"",0,jam_1093378686
2741,atascos,NONE,"","Av. Costanera Andrés Bello",0,"",0,jam_1092699882
2742,alertas,CHIT_CHAT,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222701721/a60a3dab-f896-414f-a927-b21beee2cb41
2743,alertas,POLICE,Santiago,Teatinos,0,"",0,alert_alert-222731009/a6434c12-4676-4c20-9521-c7d35d99b936
2744,alertas,CHIT_CHAT,"",,0,"",0,alert_alert-222771706/0f693f4f-bcef-4be8-bb73-5a3a9fbe0a02
2745,alertas,JAM,Santiago,Teatinos,0,"",0,alert_alert-222681756/9529ed12-d336-4f04-be14-7c2e275e90dc
2746,alertas,HAZARD,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222162304/d2997aa3-37d6-4af1-b4ed-6cb87ced6d1b
2747,alertas,HAZARD,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222217733/5ae2bd78-4036-4f09-8593-fce6989871fb
2748,alertas,POLICE,Santiago,"Barón Pierre de Coubertin",0,"",0,alert_alert-222786325/74644dab-f41b-47dc-b035-ba7ad4678c15
2749,alertas,HAZARD,"Quinta Normal","Av. San Pablo",0,"",0,alert_alert-222928959/3d8db894-e985-472f-a51c-ec40949f3557
2750,alertas,CHIT_CHAT,Independencia,Retiro,0,"",0,alert_alert-222847218/4d0295b9-1254-4339-8d9d-040073e5cdd0
2751,alertas,POLICE,Santiago,Madrid,0,"",0,alert_alert-222331196/971778e0-1f3d-4b1b-9796-149bccccb0c5
2752,alertas,JAM,Santiago,"Av. Manuel Rodríguez",0,"",0,alert_alert-222826370/d53eea37-47f7-43c8-98d5-d8404864c460
2753,alertas,JAM,Santiago,Lira,0,"",0,alert_alert-222548772/78cac56c-f27e-45d6-9ba2-af4cd4cfbb81
2754,alertas,JAM,"Estación Central","General Amengual",0,"",0,alert_alert-222632956/fa670fa7-e37c-4f2b-8976-7465cc32f187
2755,alertas,JAM,"","Autopista Central",0,"",0,alert_alert-222652737/16c16b27-bebe-416d-8ea5-df69539fbf7c
2756,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-222930563/0c271fa3-b752-4975-b77a-6ebd27226850
2757,alertas,POLICE,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222827839/82d217ea-bf3c-4ce8-a2dc-4ba73e962cac
2758,alertas,JAM,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222874301/b17220d2-23d0-49cb-8122-5b0db0191967
2759,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1093600870
2760,atascos,NONE,"","Av. Las Rejas Sur",0,"",0,jam_1093690798
2761,atascos,NONE,"","Av. Matucana",0,"",0,jam_1093600902
2762,atascos,NONE,"",Carmen,0,"",0,jam_1093651150
2763,atascos,NONE,"","Nueva Rengifo",0,"",0,jam_1093674770
2764,atascos,NONE,"","Rodulfo Phillippi",0,"",0,jam_1093666846
2765,atascos,NONE,"","Av. Independencia",0,"",0,jam_1093019766
2766,atascos,NONE,"",Bellavista,0,"",0,jam_1093573752
2767,alertas,JAM,"Quinta Normal","Coronel Robles",0,"",0,alert_alert-222949877/e0de6126-eacc-4a71-9dd7-17f25c798b92
2768,alertas,JAM,"","Salida > Vivaceta / Santa María",0,"",0,alert_alert-222647886/04e7bfde-c2c2-4565-a60f-58bcb921416f
2769,alertas,POLICE,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222983244/8e9a5d93-9728-4cd4-a6bd-12d1626bda34
2770,alertas,JAM,Santiago,"Av. 10 de Julio Huamachuco",0,"",0,alert_alert-222968534/12468f7d-4695-4326-9e22-9a378c76cd63
2771,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-222894360/536cdc58-0713-4931-9ced-6ba614943079
2772,alertas,HAZARD,Providencia,"Santa Isabel",0,"",0,alert_alert-222943820/d5f0de83-23d2-4220-bbb4-4b4cd1979c1d
2773,alertas,JAM,Santiago,Esperanza,0,"",0,alert_alert-222953768/4bd01c5e-8a9e-427b-b76e-1e37d02c83f8
2774,alertas,POLICE,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222822881/62fc6122-4ac0-4536-bdc2-6fa32283d554
2775,alertas,POLICE,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-222879569/faff4910-1b54-492d-b113-feb392d8d187
2776,alertas,CHIT_CHAT,Santiago,"Diagonal Paraguay",0,"",0,alert_alert-222931922/6f728f42-2959-496e-a3ac-bd0ac96891b6
2777,atascos,NONE,"","Eleuterio Ramírez",0,"",0,jam_1093900820
2778,atascos,NONE,"","Gaspar Toro",0,"",0,jam_1093912326
2779,atascos,NONE,"","Vargas Fontecilla",0,"",0,jam_1093908746
2780,atascos,NONE,"","Av. Vicuña Mackenna",0,"",0,jam_1093893746
2781,atascos,NONE,"","Nicasio Retamales",0,"",0,jam_1093916534
2782,atascos,NONE,"",Catedral,0,"",0,jam_1093905072
2783,atascos,NONE,"","Guardiamarina Ernesto Riquelme",0,"",0,jam_1093974972
2784,atascos,NONE,"","San Alfonso",0,"",0,jam_1093951418
2785,atascos,NONE,"","Av. Portales",0,"",0,jam_1093893862
2786,atascos,NONE,"",Cuevas,0,"",0,jam_1093971142
2787,atascos,NONE,"","Av. Pedro Montt",0,"",0,jam_1093881798
2788,atascos,NONE,"","Av. Providencia",0,"",0,jam_1093982920
2789,alertas,POLICE,Santiago,"Santo Domingo",0,"",0,alert_alert-222988376/41b96df4-5ed9-46b6-a985-9886dea09bfc
2790,alertas,JAM,Santiago,Lira,0,"",0,alert_alert-222993420/54ff002e-1807-462c-b073-fb3b7100472a
2791,alertas,HAZARD,Santiago,Teatinos,0,"",0,alert_alert-222910978/d0f88e1a-4d73-424a-802d-920f68dbd814
2792,alertas,POLICE,"Quinta Normal","Nueva Imperial",0,"",0,alert_alert-223019260/4455a456-9899-4cc3-810d-eb91c184809d
2793,alertas,CHIT_CHAT,"Estación Central","Ruiz Tagle",0,"",0,alert_alert-222864785/67e95fe7-f0ff-4115-9ea0-8e45d4b8d2cf
2794,alertas,CHIT_CHAT,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-223013641/1e26b371-170c-49c9-a93f-b5957f4db2ea
2795,alertas,JAM,"Quinta Normal","Av. Apóstol Santiago",0,"",0,alert_alert-222840290/ab19c090-2d4f-4185-95c5-9f575aca0939
2796,alertas,POLICE,"Estación Central","Retorno > Las Rejas",0,"",0,alert_alert-222864824/dc5f00d7-6706-432e-98d5-a061f85187e0
2797,alertas,JAM,Santiago,Serrano,0,"",0,alert_alert-222978538/d2651758-9282-4de4-ac36-40f692811940
2798,alertas,JAM,"","Salida 0-S > Alameda / Portales",0,"",0,alert_alert-222904325/67a44d1d-35ed-4959-b2b8-dcac38447693
2799,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-222993504/b8eefdc1-01ee-4712-b154-3f8cd77e9c65
2800,atascos,NONE,"","Ñuble",0,"",0,jam_1093975186
2801,alertas,JAM,Providencia,"Av. Vicuña Mackenna",0,"",0,alert_alert-222874767/9e02b08c-4485-481e-b3ef-df73cf31965d
2802,alertas,JAM,Santiago,"Av. 10 de Julio Huamachuco",0,"",0,alert_alert-222944003/7d73d164-41f7-417b-a711-ea85f99fbfd6
2803,alertas,JAM,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-223043209/ca6077ca-55fb-4b62-bf78-417d4e5bada6
2804,alertas,HAZARD,"Estación Central","Av. Ecuador",0,"",0,alert_alert-223053094/d1b1143c-bc22-44bf-926f-9ef9ab5ffe28
2805,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1092462352
2806,atascos,NONE,"","General Amengual",0,"",0,jam_1094229052
2807,atascos,NONE,"",Retiro,0,"",0,jam_1094346538
2808,atascos,NONE,"","Av. Cardenal José María Caro",0,"",0,jam_1091179936
2809,atascos,NONE,"","Salida 2a-N > Al Oriente / Costanera",0,"",0,jam_1094334604
2810,atascos,NONE,"",Aeropuerto,0,"",0,jam_1094280184
2811,atascos,NONE,"","Santo Domingo",0,"",0,jam_1094252272
2812,atascos,NONE,"","Av. Recoleta",0,"",0,jam_1085998184
2813,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1094268142
2814,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1092649922
2815,atascos,NONE,"","Corredor de buses",0,"",0,jam_1094245084
2816,atascos,NONE,"","Almirante Barroso",0,"",0,jam_1094217950
2817,atascos,NONE,"","Nataniel Cox",0,"",0,jam_1094272208
2818,atascos,NONE,"","Av. Cardenal José María Caro",0,"",0,jam_1094264568
2819,alertas,HAZARD,Santiago,"Av. Manuel Antonio Matta",0,"",0,alert_alert-222968981/ef63f7d3-ceca-4513-802d-5174183385cb
2820,alertas,POLICE,Providencia,"Ramón Carnicer",0,"",0,alert_alert-222968980/51d47dcd-9cfc-4177-a102-bfcc804afa08
2821,alertas,JAM,Santiago,"Av. 10 de Julio Huamachuco",0,"",0,alert_alert-223021169/3be75c5d-1eb3-43b4-a5cf-952cb698a180
2822,alertas,HAZARD,Santiago,"Nataniel Cox",0,"",0,alert_alert-222952126/f0e0ff15-94c8-4d35-9c31-d0ee924b53ff
2823,alertas,JAM,Santiago,"Coronel Robles",0,"",0,alert_alert-223000968/afb16169-6882-461b-87dd-c0656999b963
2824,alertas,POLICE,Santiago,Agustinas,0,"",0,alert_alert-222969033/cefb9395-fcc7-4077-8a4a-5250d4dbd110
2825,alertas,HAZARD,"","Retorno > Sur",0,"",0,alert_alert-222978885/00a1cdeb-7fdc-4521-bb05-8c1fe0aacb71
2826,alertas,HAZARD,"","Autopista Costanera Norte",0,"",0,alert_alert-223043847/c74d8502-f221-4c55-b1f7-a3c24652ff8d
2827,atascos,NONE,"",Bellavista,0,"",0,jam_1094553624
2828,atascos,NONE,"","Bascuñán Guerrero",0,"",0,jam_1094584342
2829,atascos,NONE,"","Salida 0-S > Toesca / Rondizzoni",0,"",0,jam_1094655500
2830,atascos,NONE,"",Gorbea,0,"",0,jam_1094604040
2831,atascos,NONE,"","Av. Rancagua",0,"",0,jam_1094541948
2832,atascos,NONE,"","Club Hípico",0,"",0,jam_1094612582
2833,atascos,NONE,"","Av. Manuel Antonio Matta",0,"",0,jam_1094549600
2834,atascos,NONE,"","Arturo Prat",0,"",0,jam_1094663258
2835,atascos,NONE,"","Federico Reich",0,"",0,jam_1094569300
2836,atascos,NONE,"",Bellavista,0,"",0,jam_1094604102
2837,atascos,NONE,"","Sazié",0,"",0,jam_1094666816
2838,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1094612410
2839,atascos,NONE,"",Arica,0,"",0,jam_1094600632
2840,atascos,NONE,"","Rodulfo Phillippi",0,"",0,jam_1094569188
2841,alertas,JAM,Santiago,"Dr. Brunner",0,"",0,alert_alert-222969138/345355de-e5ac-45ed-9295-4d5a880edc9a
2842,alertas,JAM,"","Autopista Central",0,"",0,alert_alert-222667998/d72bed93-478c-45a8-bd08-15b16098ab5f
2843,atascos,NONE,"","Corredor de buses",0,"",0,jam_1093651416
2844,alertas,HAZARD,"Quinta Normal","Salvador Gutiérrez",0,"",0,alert_alert-222984075/a7d8d0a7-e842-4b58-a33a-eb5579b85cb3
2845,alertas,POLICE,"Estación Central","Marinero Díaz",0,"",0,alert_alert-222890208/272f70d2-1936-428f-a4aa-5f40a5539e02
2846,atascos,NONE,"",Salas,0,"",0,jam_1094901056
2847,atascos,NONE,"",Vergara,0,"",0,jam_1094916942
2848,atascos,NONE,"","Av. Vicuña Mackenna",0,"",0,jam_1094890078
2849,atascos,NONE,"","Eleuterio Ramírez",0,"",0,jam_1094986592
2850,atascos,NONE,"","San Isidro",0,"",0,jam_1094861930
2851,atascos,NONE,"","Ismael Valdés Vergara",0,"",0,jam_1094861936
2852,atascos,NONE,"","Coronel Robles",0,"",0,jam_1094874136
